Facility ID,Facility Name,Facility Street,Facility City,Facility State,Facility ZIP,County,Mail Contact,Mail Address1,Mail Address2,Mail Suite,Mail City,Mail State,Mail ZIP,Hazard_explosive,Hazard_flammable,Hazard_oxidizer,Hazard_selfReactive,Hazard_pyrophoricLiqSol,Hazard_pyrophoricGas,Hazard_selfHeating,Hazard_organicPeroxide,Hazard_corrosiveToMetal,Hazard_gasUnderPressure,Hazard_icwwEmitsFlammableGas,Hazard_combustibleDust,Hazard_acuteToxicity,Hazard_skinCorrosion,Hazard_seriousEyeDamage,Hazard_respOrSkinSensitization,Hazard_germCellMutagenicity,Hazard_carcinogen,Hazard_reprodToxicity,Hazard_specTargOrgToxicity,Hazard_aspirationHaz,Hazard_simpleAsphyxiant,Hazard_notOtherwiseClassified
86865,Perrigo Animal Health,10077 S 134th St,Omaha,NE,68138-3710,Sarpy,Ben McPeck,10077 S 134th St,,,Omaha,NE,68138-3710,,,,,,,,,,,,,,,,,,,,,,,
86905,Preferred Sands of Genoa LLC,34495 State Highway 22,Genoa,NE,68640-4166,Nance,Thomas M Buettner,34495 State Highway 22,,,Genoa,NE,68640-4166,,,,,,,,,,,,,,,,,,,,,,,
86954,Lincoln Industries Inc,1030 SW 6th St,Lincoln,NE,68522-1327,Lancaster,Lucius Rippeteau,600 W E St,1520 Xavier Cir Lincoln 68522,,Lincoln,NE,68522-1329,,,,,,,,,,,,,,,,,,,,,,,
86957,Lowe's of South Lincoln 2739,6101 Apple Way,Lincoln,NE,68516-3502,Lancaster,Brian Mullen,1000 Lowes Blvd LPH28,,,Mooresville,NC,28117-8520,,,,,,,,,,,,,,,,,,,,,,,
86959,CarMax 7270,17606 Burt St,Omaha,NE,68118-3310,Douglas,Christina McClelland,12800 Tuckahoe Creek Pkwy,,,Richmond,VA,23238-1115,,,,,,,,,,,,,,,,,,,,,,,
86963,Steele City Compressor Station,50299 SW 131st Rd,Odell,NE,68415-3157,Gage,Danielle Mateyka,370 Van Gordon St,,,Lakewood,CO,80228-1579,,,,,,,,,,,,,,,,,,,,,,,
86989,AgReliant Genetics LLC,54542 840th Rd,Battle Creek,NE,68715-5058,Madison,Rodger Haselhorst,PO Box C,,,Battle Creek,NE,68715-0079,,,,,,,,,,,,,,,,,,,,,,,
87071,Aurora Co-op Elevator Company,Jct Harvest & Mankin Sts,Aurora,NE,68818,Hamilton,James Holliday,PO Box 209,2225 Q St Aurora NE 68818,,Aurora,NE,68818-0209,,,,,,,,,,,,,,,,,,,,,,,
87072,KAAPA Partners Aurora LLC,2103 Harvest Dr,Aurora,NE,68818-2525,Hamilton,Tim Vogt,2103 Harvest Dr,,,Aurora,NE,68818-5300,,,,,,,,,,,,,,,,,,,,,,,
87203,TEC Equipment Inc,11351 S 153rd St,Omaha,NE,68138-4404,Sarpy,Chad E Watson,11351 S 153rd St,,,Omaha,NE,68138-4404,,,,,,,,,,,,,,,,,,,,,,,
87319,Cass County Highway Dept,13780 12th St,Plattsmouth,NE,68048-7703,Cass,Lenny R Thorne,7600 Highway 50,,,Weeping Water,NE,68463-1814,,,,,,,,,,,,,,,,,,,,,,,
87343,Nature's Variety Inc,235 SW 32nd St,Lincoln,NE,68522-1032,Lancaster,Eric Ostgaard,235 SW 32nd St,,,Lincoln,NE,68522-1032,,,,,,,,,,,,,,,,,,,,,,,
87350,Cummins Sales & Service,10088 S 136th St,Omaha,NE,68138,Sarpy,Jennifer L Wood,54250 Grand River Ave,21810 Clessie Ct,,New Hudson,MI,48165-9561,,,,,,,,,,,,,,,,,,,,,,,
87369,Verizon Wireless W Omaha MSC,4002 S 149th Cir,Omaha,NE,68137-5301,Douglas,Mark B Gordon,65 Boston Post Rd W Ste 150,Verizon c/o Sigma Consult,,Marlborough,MA,01752-1890,,,,,,,,,,,,,,,,,,,,,,,
87386,Frontier Cooperative,1030 Central,Osceola,NE,68651,Polk,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
87389,Chesterman Coca-Cola,1200 King Bird Rd,Lincoln,NE,68521-3008,Lancaster,Brian Gilliland,1200 King Bird Rd,,,Lincoln,NE,68521-3008,,,,,,,,,,,,,,,,,,,,,,,
87390,Windstream Communications,1920 W Arlington St,Lincoln,NE,68522-1595,Lancaster,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
87401,Stratton Unit,,Stratton,NE,69043,Hitchcock,Courtney Totty,2020 N Bramblewood St,,,Wichita,KS,67206-1094,,,,,,,,,,,,,,,,,,,,,,,
87406,York Rail Cement Terminal,826 W 26th,York,NE,68467,York,Megan Holtmeier,PO Box 418,,,York,NE,68467-0418,,,,,,,,,,,,,,,,,,,,,,,
87454,Dawson Public Power District,75191 Road 433,Lexington,NE,68850-5683,Dawson,Bob Miller,PO Box 777,75191 Rd 433,,Lexington,NE,68850-0777,,,,,,,,,,,,,,,,,,,,,,,
87464,Bridgeport Ethanol LLC,10106 S Railroad Ave,Bridgeport,NE,69336-2576,Morrill,Matt Rynearson,PO Box 884,10106 S Railroad Ave,,Bridgeport,NE,69336-0884,,,,,,,,,,,,,,,,,,,,,,,
87514,Costco Wholesale 1012,12300 W Dodge Rd,Omaha,NE,68154-2382,Douglas,3E Regulatory Dept,3207 Grey Hawk Ct Ste 200,,,Carlsbad,CA,92010-6664,,,,,,,,,,,,,,,,,,,,,,,
87639,OPPD Substation No 990,Highway 34 E,Eagle,NE,68347,Cass,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
87640,OPPD Substation No 1252,14041 State St,Omaha,NE,68142,Douglas,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
87641,OPPD Substation No 1299,900 Ellison Ave,Omaha,NE,68110-1120,Douglas,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
87642,OPPD Substation No 1345,16810 Kansas Ave,Omaha,NE,68116,Douglas,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
87643,Crete Core Ingredients LLC,2220 Industrial Rd,Crete,NE,68333-4304,Saline,Heather Thompson,2220 Industrial Rd,,,Crete,NE,68333-4304,,,,,,,,,,,,,,,,,,,,,,,
87874,Midwest PMS LLC,408 W Ivan St,Lexington,NE,68850,Dawson,Evan Trostel,9510 S Meridian Blvd,11347 Bus Park Cir Firestone,,Englewood,CO,80112-5925,,,,,,,,,,,,,,,,,,,,,,,
87878,Midwest PMS LLC,1311 Road B,Bradshaw,NE,68319-4000,York,Evan Trostel,9510 S Meridian Blvd,11347 Bus Park Cir Firestone,,Englewood,CO,80112-5925,,,,,,,,,,,,,,,,,,,,,,,
87879,Sloss Unit 99,County Road 43,Kimball,NE,69145,Kimball,Van Spence,1512 Larimer St Ste 550,,,Denver,CO,80202-1620,,,,,,,,,,,,,,,,,,,,,,,
87880,WESTCO Agronomy,1290 Rundell Rd,Gering,NE,69341-3736,Scotts Bluff,David W Briggs,PO Box H,Ag Chemicals and Fertiliizer,,Alliance,NE,69301-0774,,,,,,,,,,,,,,,,,,,,,,,
87905,Central Sand & Gravel Porter,3600 S Victory Rd,Norfolk,NE,68701,Madison,Thomas Silknitter,2625 S 158th Plz,,,Omaha,NE,68130-1770,,,,,,,,,,,,,,,,,,,,,,,
88117,NPPD Hoskins Substation,55875 E Nucor Rd,Norfolk,NE,68701-1041,Stanton,Keith R Karel,PO Box 499,1414 15th St,,Columbus,NE,68602-0499,,,,,,,,,,,,,,,,,,,,,,,
88236,Central Valley Ag,2304 N Highway 14,Marquette,NE,68854-3330,Hamilton,Amy Eisenhauer,PO Box 160,,,Wisner,NE,68791-0160,,,,,,,,,,,,,,,,,,,,,,,
88338,Nutrien Ag Solutions,7098 County Road 15,Arlington,NE,68002-5133,Washington,Chad Freeman,PO Box 606,7098 County Rd 15,,Arlington,NE,68002-0606,,,,,,,,,,,,,,,,,,,,,,,
88490,Sandhills Renewable Energy LLC,49131 Highway 20,O'Neill,NE,68763-4693,Holt,Scott Burger,87590 Hillcrest Rd,,,Atkinson,NE,68713-5000,,,,,,,,,,,,,,,,,,,,,,,
88547,Bertrand Compressor Station,73465 E Rd,Loomis,NE,68958,Phelps,Danielle Mateyka,370 Van Gordon St,,,Lakewood,CO,80228-1579,,,,,,,,,,,,,,,,,,,,,,,
88571,Cox Communications Omaha LLC,730 N 174th St,Omaha,NE,68118,Douglas,Brandy Brickey,1922 Avenida Del Oro,,,Oceanside,CA,92056-5803,,,,,,,,,,,,,,,,,,,,,,,
88577,Army Aviation Support Facility,3010 E Airport Rd,Grand Island,NE,68801-9144,Hall,Larry E Vrtiska,2433 NW 24th St,,,Lincoln,NE,68524-1801,,,,,,,,,,,,,,,,,,,,,,,
88670,Target Store 2303,8201 S 40th St,Lincoln,NE,68516-3005,Lancaster,Justin Nelson,PO Box 111,Corporate Compliance & Ethics,,Minneapolis,MN,55440-0111,,,,,,,,,,,,,,,,,,,,,,,
88773,Nutrien Ag Solutions,33855 Navaho Rd,Ravenna,NE,68869,Buffalo,Taylor Gellerman,PO Box 1200,33855 Navaho Rd Ravenna 68869,,Hastings,NE,68902-1200,,,,,,,,,,,,,,,,,,,,,,,
88914,Pro Oil Bulk Plant,11574 US Highway 30,Sidney,NE,69162-3010,Cheyenne,Randy Benson,9915 S 148th St,,,Omaha,NE,68138-3876,,,,,,,,,,,,,,,,,,,,,,,
88983,Helena Agri-Enterprises LLC,33821 Highway 34,Benkelman,NE,69021-4301,Dundy,Connie Kerchal,PO Box 428,,,Benkelman,NE,69021-0428,,,,,,,,,,,,,,,,,,,,,,,
89161,Agility Fuel Solutions,5117 NW 40th St,Lincoln,NE,68524-2221,Lancaster,Eric E Fong,5150 NW 40th St,28800 Ida St POB 358 68064,,Lincoln,NE,68524-2203,,,,,,,,,,,,,,,,,,,,,,,
89186,Aurora Co-op Elevator Company,1185 33 Rd,Minden,NE,68959,Kearney,James Holliday,PO Box 209,2225 Q St Aurora NE 68818,,Aurora,NE,68818-0209,,,,,,,,,,,,,,,,,,,,,,,
89283,Central Sand & Gravel Co 97,1672 S Shady Bend Rd,Grand Island,NE,68801-8754,Hall,Thomas Silknitter,2625 S 158th Plz,,,Omaha,NE,68130-1770,,,,,,,,,,,,,,,,,,,,,,,
89357,AT&T 48th & Harrison USID9085,4815 Harrison St,Bellevue,NE,68157-2261,Sarpy,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
89433,Target Store 2326,16959 Evans Plz,Omaha,NE,68116,Douglas,Justin Nelson,PO Box 111,Corporate Compliance & Ethics,,Minneapolis,MN,55440-0111,,,,,,,,,,,,,,,,,,,,,,,
89686,Baldwin Filters Inc,4015 Antelope Ave,Kearney,NE,68847,Buffalo,Jerry Hultgren,PO Box 6010,,,Kearney,NE,68848-6010,,,,,,,,,,,,,,,,,,,,,,,
89693,Bayer Western Production Co,1506 Highway 69,Waco,NE,68460-9130,York,Troy Powers,1506 Highway 69,,,Waco,NE,68460-9130,,,,,,,,,,,,,,,,,,,,,,,
89697,Nutrien Ag Solutions,63019 730 Rd,Johnson,NE,68378-3533,Nemaha,Liz Jones,PO Box 175,,,Johnson,NE,68378-0175,,,,,,,,,,,,,,,,,,,,,,,
89699,Nebraska Central Telephone Co,110 N B St,North Loup,NE,68859,Valley,Dan Molliconi,1001 12th St,,,Aurora,NE,68818-2004,,,,,,,,,,,,,,,,,,,,,,,
89754,NDOT Naper Yard,47004 State Highway 12,Naper,NE,68755-3001,Boyd,Michael C Haney,PO Box 66,,,Spencer,NE,68777-0066,,,,,,,,,,,,,,,,,,,,,,,
89845,Miown Fuel Company,200 N Park St,Cedar Bluffs,NE,68015,Saunders,David Zakovec,PO Box 387,,,Cedar Bluffs,NE,68015-0387,,,,,,,,,,,,,,,,,,,,,,,
89856,NDOT Stapleton Yard,122 Highway S57A,Stapleton,NE,69163-5359,Logan,Ross Bryant,PO Box 54,PO Box 52 69152-0052,,Mullen,NE,69152-0054,,,,,,,,,,,,,,,,,,,,,,,
89857,NDOT Nebraska City Yard,6170 Highway 75,Nebraska City,NE,68410-3382,Otoe,Trevor C Jasa,6170 Highway 75,,,Nebraska City,NE,68410-3382,,,,,,,,,,,,,,,,,,,,,,,
89858,Sapp Bros Columbus,517 E 23rd St,Columbus,NE,68601-2828,Platte,Randy Benson,9915 S 148th St,,,Omaha,NE,68138-3876,,,,,,,,,,,,,,,,,,,,,,,
89860,Airgas USA LLC,10433 J St,Omaha,NE,68127-1019,Douglas,Holly O'Dell,3011-B E Capitol Dr,,,Appleton,WI,54911-8797,,,,,,,,,,,,,,,,,,,,,,,
89870,AT&T NEA041/NE9154,77048 Drive 428,Lexington,NE,68850,Dawson,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
89885,Trotter Oil Co Cardtrol & Bulk,225 W Bridge St,Arcadia,NE,68815,Valley,Jesse Trotter,PO Box 158,,,Arcadia,NE,68815-0158,,,,,,,,,,,,,,,,,,,,,,,
90041,D & D Foods,9425 N 48th St,Omaha,NE,68152-1557,Douglas,Eric Gharst,9425 N 48th St,3012 23rd St Columbus NE 68601,,Omaha,NE,68152-1557,,,,,,,,,,,,,,,,,,,,,,,
90150,Ingredion Incorporated,395 164th St,South Sioux City,NE,68776-4542,Dakota,Christopher Aldrich,PO Box 894,,,South Sioux City,NE,68776-0894,,,,,,,,,,,,,,,,,,,,,,,
90197,Simplot Grower Solutions,39695 E 56th Rd,Gibbon,NE,68840,Buffalo,Robert L Warburton,39695 E 56th Rd,,,Gibbon,NE,68840-3063,,,,,,,,,,,,,,,,,,,,,,,
90587,Sapp Bros Petroleum Bulk Plant,1500 Quince Ave,Crete,NE,68333-1550,Saline,Ray Collins,9915 S 148th St,,,Omaha,NE,68138-3876,,,,,,,,,,,,,,,,,,,,,,,
90607,Southwest Fertilizer Inc,36610 Road 713,Trenton,NE,69044,Hitchcock,Mike Epp,PO Box 1567,,,Grand Island,NE,68802-1567,,,,,,,,,,,,,,,,,,,,,,,
90623,Jiffy Lube 3196,18240 Wright St,Omaha,NE,68130-2883,Douglas,Lillian Nicholson,105 Decker Ct Ste 900,,,Irving,TX,75062-2227,,,,,,,,,,,,,,,,,,,,,,,
90624,Jiffy Lube 3241,8500 Amber Hill Ct,Lincoln,NE,68526-6026,Lancaster,Lillian Nicholson,105 Decker Ct Ste 900,,,Irving,TX,75062-2227,,,,,,,,,,,,,,,,,,,,,,,
90633,Norder Supply Inc,490 Highway 4,Bladen,NE,68928,Webster,Cody Lightwine,PO Box 10,,,Bruning,NE,68322-0010,,,,,,,,,,,,,,,,,,,,,,,
90654,Galyen Energy Supply LLC,Jct Road 6 & Highway 74,Shickley,NE,68436,Fillmore,Nicole Mosier,PO Box 107,301 N Market,,Shickley,NE,68436-0107,,,,,,,,,,,,,,,,,,,,,,,
90662,Frontier Cooperative,401 Main St,Brock,NE,68320,Nemaha,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
90668,Farmers Cooperative Bulk/Chems,919 N Exeter Dr,Exeter,NE,68351,Fillmore,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
90669,AT&T NEA043,1705 N N Rd,Aurora,NE,68818,Hamilton,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
90690,Target Store 2383,12500 K Plz,Omaha,NE,68137-2207,Douglas,Justin Nelson,PO Box 111,Corporate Compliance & Ethics,,Minneapolis,MN,55440-0111,,,,,,,,,,,,,,,,,,,,,,,
90716,Norder Supply Inc,1707 Industrial Ave,Wayne,NE,68787-8130,Wayne,Cody Lightwine,PO Box 10,,,Bruning,NE,68322-0010,,,,,,,,,,,,,,,,,,,,,,,
90741,Lowe's of Northwest Omaha 1520,3333 N 147th St,Omaha,NE,68116-8187,Douglas,Brian Mullen,1000 Lowes Blvd LPH28,,,Mooresville,NC,28117-8520,,,,,,,,,,,,,,,,,,,,,,,
90777,Home Health Medical Equipment,2604 W Norfolk Ave,Norfolk,NE,68701-4423,Madison,Kelsey M Westberg,2604 W Norfolk Ave,,,Norfolk,NE,68701-4423,,,,,,,,,,,,,,,,,,,,,,,
90778,Trafcon Inc,1937 Dudley St,Lincoln,NE,68503-1637,Lancaster,Joel Woita,1815 Y St,,,Lincoln,NE,68508-1233,,,,,,,,,,,,,,,,,,,,,,,
90796,Creston Fertilizer Co Inc,715 Highway 275,Wisner,NE,68791-3545,Cuming,Alan M Feller,PO Box 339,,,Wisner,NE,68791-0339,,,,,,,,,,,,,,,,,,,,,,,
90845,CPI Hastings Hub Agronomy Ctr,1030 S Heartland Ave,Hastings,NE,68901-8437,Adams,Deanna Hammond,PO Box 1008,,,Hastings,NE,68902-1008,,,,,,,,,,,,,,,,,,,,,,,
91087,Sapp Bros Petroleum Inc,205 S Green St,Clarks,NE,68628,Merrick,Ray Collins,9915 S 148th St,,,Omaha,NE,68138-3876,,,,,,,,,,,,,,,,,,,,,,,
91120,Legacy Coop,13161 E Highway 2,Hyannis,NE,69350,Grant,Skip Kelley,PO Box 2188,Emergency Response,,Scottsbluff,NE,69363-2188,,,,,,,,,,,,,,,,,,,,,,,
91137,Love's Travel Stop 309,1539 Madison Ave,Aurora,NE,68818-7004,Hamilton,Chris Weldon,10601 N Pennsylvania Ave,,,Oklahoma City,OK,73120-4108,,,,,,,,,,,,,,,,,,,,,,,
91148,CHS Inc,Jct Highway 6/34 & F Rd,Oxford,NE,68967,Harlan,Kirsten Tindall,5500 Cenex Dr MS 305,,,Inver Grove Heig,MN,55077-1721,,,,,,,,,,,,,,,,,,,,,,,
91274,Paulsen Inc,914 East Ave,Holdrege,NE,68949-1823,Phelps,Jacob T Rush,PO Box 17,,,Cozad,NE,69130-0017,,,,,,,,,,,,,,,,,,,,,,,
91435,Sunbelt Rentals 415,5450 Alvo Rd,Lincoln,NE,68517,Lancaster,Crystal Weeks,1799 Innovation Pt,,,Fort Mill,SC,29715-4556,,,,,,,,,,,,,,,,,,,,,,,
91648,Airgas USA LLC,101 E J St,Hastings,NE,68901-7095,Adams,Holly O'Dell,3011-B E Capitol Dr,,,Appleton,WI,54911-8797,,,,,,,,,,,,,,,,,,,,,,,
91666,Lyman-Richey Sand & Gravel 04,300 E Bay Rd,Plattsmouth,NE,68048,Cass,Thomas Silknitter,2625 S 158th Plz,,,Omaha,NE,68130-1770,,,,,,,,,,,,,,,,,,,,,,,
92178,Novozymes Blair Inc,600 S 1st St,Blair,NE,68008,Washington,Tim Eulberg,PO Box 388,,,Blair,NE,68008-0388,,,,,,,,,,,,,,,,,,,,,,,
92190,Yahoo Inc NE1,10917 Harry Watanabe Pkwy,La Vista,NE,68128-5708,Sarpy,Lindsey Schwartz,11955 Democracy Dr Fl 14,,,Reston,VA,20192-0001,,,,,,,,,,,,,,,,,,,,,,,
92283,OPPD Omaha Service Center,5520 Lindbergh Dr,Omaha,NE,68110-2814,Douglas,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
92285,Farmers Co-op Assn Fertilizer,20805 Antelope Rd,Pleasanton,NE,68866-3220,Buffalo,Philip C Zeller,20805 Antelope Rd,,,Pleasanton,NE,68866-3220,,,,,,,,,,,,,,,,,,,,,,,
93075,U-Mix,330 County Road B,Ashland,NE,68003-6003,Saunders,Joel Woita,1815 Y St,,,Lincoln,NE,68508-1233,,,,,,,,,,,,,,,,,,,,,,,
93245,PetroChoice Dynamo LLC,14809 Custer Rd,Omaha,NE,68138-3897,Sarpy,Todd Sherwin,640 Freedom Business Ctr Dr,,,King Of Prussia,PA,19406-1332,,,,,,,,,,,,,,,,,,,,,,,
93267,St Paul Ready Mix Plant,406 4th St,St Paul,NE,68873-2138,Howard,Megan Holtmeier,PO Box 418,,,York,NE,68467-0418,,,,,,,,,,,,,,,,,,,,,,,
93268,Heidemann Farms 1-13 Lease,16 Road E,Kimball,NE,69145-2093,Kimball,Brian W Ackman,5023 W 120th Ave Ste 271,,,Broomfield,CO,80020-5606,,,,,,,,,,,,,,,,,,,,,,,
93269,Sue Ann Wilson 15-34 Lease,Road 20,Kimball,NE,69145,Kimball,Brian W Ackman,5023 W 120th Ave Ste 271,,,Broomfield,CO,80020-5606,,,,,,,,,,,,,,,,,,,,,,,
93270,R L Stevens Lease,Jct Roads 119 & 42,Gurley,NE,69141,Cheyenne,Chaco Energy,PO Box 1587,,,Denver,CO,80201-1587,,,,,,,,,,,,,,,,,,,,,,,
93271,Stueve Lease,Rd 42,Gurley,NE,69141,Cheyenne,Chaco Energy,PO Box 1587,,,Denver,CO,80201-1587,,,,,,,,,,,,,,,,,,,,,,,
93273,Pahl Lease,Jct Roads 111 & 30,Sidney,NE,69162,Cheyenne,Chaco Energy,PO Box 1587,,,Denver,CO,80201-1587,,,,,,,,,,,,,,,,,,,,,,,
93274,Rippe B Lease,Jct Roads 111 & 30,Sidney,NE,69162,Cheyenne,Chaco Energy,PO Box 1587,,,Denver,CO,80201-1587,,,,,,,,,,,,,,,,,,,,,,,
93275,Sparks A Lease,Jct Roads 109 & 28,Sidney,NE,69162,Cheyenne,Chaco Energy,PO Box 1587,,,Denver,CO,80201-1587,,,,,,,,,,,,,,,,,,,,,,,
93277,League Lease,Road 358,Stratton,NE,69043,Hitchcock,Courtney Totty,2020 N Bramblewood St,,,Wichita,KS,67206-1094,,,,,,,,,,,,,,,,,,,,,,,
93278,Millennium Unit,Jct Road 707 & Avenue 344,Benkelman,NE,69021,Dundy,Courtney Totty,2020 N Bramblewood St,,,Wichita,KS,67206-1094,,,,,,,,,,,,,,,,,,,,,,,
93279,NDOT Harrison Yard 51300,840 Highway 20,Harrison,NE,69346-2708,Sioux,Austin Page,PO Box 221,,,Crawford,NE,69339-0221,,,,,,,,,,,,,,,,,,,,,,,
93282,Bed Canyon Field - Quick Lease,Highway 83 S,Mc Cook,NE,69001,Frontier,Carl Dean,4582 S Ulster St Ste 1210,5299 Dtc Blvd Ste 750 80111,,Denver,CO,80237-2632,,,,,,,,,,,,,,,,,,,,,,,
93283,Hayes Center West Field - Gohl,Jct Avenue 366A & Road 733,Hayes Center,NE,69032,Hayes,Carl Dean,4582 S Ulster St Ste 1210,5299 Dtc Blvd Ste 750 80111,,Denver,CO,80237-2632,,,,,,,,,,,,,,,,,,,,,,,
93284,Mathewson 1-20,Road 89,Sidney,NE,69162,Cheyenne,Carl Dean,4582 S Ulster St Ste 1210,5299 Dtc Blvd Ste 750 80111,,Denver,CO,80237-2632,,,,,,,,,,,,,,,,,,,,,,,
93504,Invenergy Prairie Breeze 2 & 3,836 Rd,Elgin,NE,68636,Antelope,Daniel Tillis,52407 853rd Rd,,,Neligh,NE,68756-5016,,,,,,,,,,,,,,,,,,,,,,,
93550,GFG Ag Services LLC,1646 County Road R,Colon,NE,68018-4060,Saunders,John Walker Luedtke,1646 County Road R,,,Colon,NE,68018-4060,,,,,,,,,,,,,,,,,,,,,,,
94087,Love's Travel Stop 390,3211 Newberry Rd,North Platte,NE,69101-0423,Lincoln,Chris Weldon,10601 N Pennsylvania Ave,,,Oklahoma City,OK,73120-4108,,,,,,,,,,,,,,,,,,,,,,,
94545,Hallam Fertilizer Warehouse,820 W Hallam Rd,Martell,NE,68404-6195,Lancaster,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
94851,Flat Water Wind Farm LLC,63428 702nd Rd,Du Bois,NE,68345,Richardson,Leon Wagner,108 W 8th St,,,Petersburg,NE,68652-5625,,,,,,,,,,,,,,,,,,,,,,,
95479,Charter Communications NE31385,809 Central Ave,Kearney,NE,68847-7427,Buffalo,Kahlia Shmerer,2240 S County Trl Unit 5,,,East Greenwich,RI,02818-5201,,,,,,,,,,,,,,,,,,,,,,,
95604,Nebraska Central Telephone Co,110 W Bridge St,Arcadia,NE,68815-9760,Valley,Dan Molliconi,1001 12th St,,,Aurora,NE,68818-2004,,,,,,,,,,,,,,,,,,,,,,,
95613,Shoemaker's Truck Station Inc,151 SW 48th St,Lincoln,NE,68522-9208,Lancaster,David Shoemaker,151 SW 48th St,,,Lincoln,NE,68522-9208,,,,,,,,,,,,,,,,,,,,,,,
95681,LightEdge Data Center,1148 American Pkwy,Papillion,NE,68046-6223,Sarpy,Zak Moore,1148 American Pkwy,,,Papillion,NE,68046-6223,,,,,,,,,,,,,,,,,,,,,,,
95711,NDOT Oshkosh Yard 51600,Highway 26 W,Oshkosh,NE,69154,Garden,Alan Sanford,PO Box 220,,,Gering,NE,69341-0220,,,,,,,,,,,,,,,,,,,,,,,
95712,Frontier Cooperative,Jct 28th St & Highway 75,Auburn,NE,68305,Nemaha,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
95713,NDOT Big Springs Yard,114 Frontage Rd,Big Springs,NE,69122-5032,Deuel,Matthew R Mulhollen,114 Frontage Rd,,,Big Springs,NE,69122-5032,,,,,,,,,,,,,,,,,,,,,,,
95714,Heartland Co-op,203 West St,Howe,NE,68305,Nemaha,Nick Steinbach,13733 University Ave,,,Clive,IA,50325-8279,,,,,,,,,,,,,,,,,,,,,,,
95732,NDOT Norfolk Salt Shed,1500 Channel Rd,Norfolk,NE,68701-1577,Madison,Dean Guenther,1001 Alaska Ave,,,Norfolk,NE,68701-2201,,,,,,,,,,,,,,,,,,,,,,,
95733,NDOT Strang Yard,Jct Highways 81 & 74,Strang,NE,68444,Fillmore,Rex A Steinacher,535 S 13th St,,,Geneva,NE,68361-2909,,,,,,,,,,,,,,,,,,,,,,,
95735,WJD Ranch 42-22,County Rd 27 W,Kimball,NE,69145-2093,Kimball,Chris A Smith,PO Box 270,,,Livermore,CO,80536-0270,,,,,,,,,,,,,,,,,,,,,,,
95736,Haase 24-10,,Kimball,NE,69145,Kimball,Chris A Smith,PO Box 270,,,Livermore,CO,80536-0270,,,,,,,,,,,,,,,,,,,,,,,
95746,Verizon Wireless Prospector,615 W Prospector Ct,Lincoln,NE,68522-2022,Lancaster,Mark B Gordon,65 Boston Post Rd W Ste 150,Verizon c/o Sigma Consult,,Marlborough,MA,01752-1890,,,,,,,,,,,,,,,,,,,,,,,
95749,Wenzel Ida 1,Road 10,Harrisburg,NE,69345,Banner,Chaco Energy,PO Box 1587,,,Denver,CO,80201-1587,,,,,,,,,,,,,,,,,,,,,,,
95750,Saia Motor Freight Line LLC,5840 Arbor Rd,Lincoln,NE,68517-9701,Lancaster,Lisa Hardgrove,11465 Johns Creek Pkwy Ste 400,,,Johns Creek,GA,30097-1572,,,,,,,,,,,,,,,,,,,,,,,
95751,Jeniene Lease,Highway 25,Trenton,NE,69044,Hitchcock,Courtney Totty,2020 N Bramblewood St,,,Wichita,KS,67206-1094,,,,,,,,,,,,,,,,,,,,,,,
95753,NDOT Newcastle Yard,102 Broadway,Newcastle,NE,68757,Dixon,Kenneth J Neuhalfen,214 Highway 20 N,,,Laurel,NE,68745-1967,,,,,,,,,,,,,,,,,,,,,,,
95754,Veritiv Operating Company,5220 F St,Omaha,NE,68117-2808,Douglas,Phillip Belcher,2828 Trade Ctr,,,Carrollton,TX,75007-4628,,,,,,,,,,,,,,,,,,,,,,,
